num_simulations,window_sites,final_train_loss,final_val_loss,best_val_loss,epochs_trained,test_case,mean_mae,rmse,mean_coverage,mean_wasserstein,mean_kl
50000,50,-19.027376985677083,-19.473953942871095,-19.621175634765624,51,low_drift_high_bump,0.2201385498046875,0.2689652442932129,1.0,3.7321751209100085,1.8142306859855575
50000,50,-19.027376985677083,-19.473953942871095,-19.621175634765624,51,high_drift_low_bump,0.6117764115333557,0.7412073016166687,0.0,1.2018303126096725,1.2407891378817353
50000,50,-19.027376985677083,-19.473953942871095,-19.621175634765624,51,balanced,0.49843630194664,0.5841633677482605,0.0,2.81486963113149,0.8080760576753804
50000,100,-20.736943657769096,-21.466571313476564,-21.466571313476564,51,low_drift_high_bump,0.13130216300487518,0.15385262668132782,1.0,2.3495287946859995,0.8744649005535634
50000,100,-20.736943657769096,-21.466571313476564,-21.466571313476564,51,high_drift_low_bump,0.20527832210063934,0.24454812705516815,0.3333333432674408,0.09117024103800457,0.5670567372020685
50000,100,-20.736943657769096,-21.466571313476564,-21.466571313476564,51,balanced,0.2960965931415558,0.41515761613845825,1.0,0.764149254957835,0.2887757413016185
50000,200,-23.45971335313585,-22.286563891601563,-23.810480810546874,51,low_drift_high_bump,0.3803598880767822,0.42450153827667236,0.0,12.974867678483328,13.498904377325239
50000,200,-23.45971335313585,-22.286563891601563,-23.810480810546874,51,high_drift_low_bump,0.6877388954162598,0.8119065165519714,0.0,0.8791459172964098,1.4741326328861069
50000,200,-23.45971335313585,-22.286563891601563,-23.810480810546874,51,balanced,0.7933273315429688,0.8844999670982361,0.0,0.7572230466206867,0.4869384044827987
100000,10,-17.063379880099827,-20.179450274658205,-20.179450274658205,51,low_drift_high_bump,0.18484006822109222,0.20921190083026886,0.6666666865348816,64.45129976113637,19.213406111200673
100000,10,-17.063379880099827,-20.179450274658205,-20.179450274658205,51,high_drift_low_bump,0.8394443392753601,0.8774083852767944,0.0,0.6737489052613576,3.0237023555435045
100000,10,-17.063379880099827,-20.179450274658205,-20.179450274658205,51,balanced,0.3978406488895416,0.40534207224845886,0.0,3035.4963798069953,22.682765337686632
100000,20,-18.254856157090927,-18.08262417602539,-18.907611370849608,51,low_drift_high_bump,0.39561548829078674,0.4520038962364197,0.0,5906.048321165243,22.411039248480506
100000,20,-18.254856157090927,-18.08262417602539,-18.907611370849608,51,high_drift_low_bump,0.36977753043174744,0.43306711316108704,0.0,0.449767698844274,0.37646362762108604
100000,20,-18.254856157090927,-18.08262417602539,-18.907611370849608,51,balanced,0.7869656085968018,0.8162872195243835,0.0,13.213080149888995,2.9473428135402546
100000,50,-18.911221647135417,-18.569076330566407,-19.697291394042967,51,low_drift_high_bump,0.33258774876594543,0.38687992095947266,0.3333333432674408,1.8414768520991007,1.5855429401014742
100000,50,-18.911221647135417,-18.569076330566407,-19.697291394042967,51,high_drift_low_bump,0.4327958822250366,0.5832152366638184,0.3333333432674408,1.552187899549802,0.7618346532540073
100000,50,-18.911221647135417,-18.569076330566407,-19.697291394042967,51,balanced,0.2810855209827423,0.2824425995349884,0.0,2.504144204060237,7.891715083928716
100000,100,-21.846260400390626,-21.67593154296875,-22.52775357055664,51,low_drift_high_bump,0.17097674310207367,0.20425377786159515,1.0,1.705915495554606,0.49841476220806186
100000,100,-21.846260400390626,-21.67593154296875,-22.52775357055664,51,high_drift_low_bump,0.23266351222991943,0.3764113187789917,1.0,0.059535527229309076,0.363774101931234
100000,100,-21.846260400390626,-21.67593154296875,-22.52775357055664,51,balanced,0.2384040355682373,0.36075863242149353,1.0,0.6140009115139643,1.0525261117515416
100000,200,-24.45036461859809,-24.860718432617187,-24.860718432617187,51,low_drift_high_bump,0.3815796375274658,0.4385167062282562,0.0,76.49923992156982,18.7072473415722
100000,200,-24.45036461859809,-24.860718432617187,-24.860718432617187,51,high_drift_low_bump,0.5313946604728699,0.7676149010658264,0.3333333432674408,5.237286084890366,1.06077290323244
100000,200,-24.45036461859809,-24.860718432617187,-24.860718432617187,51,balanced,0.2654980719089508,0.3294386565685272,0.3333333432674408,1225.1104866345725,22.595070989619114
200000,10,-20.573209065416123,-20.89722379760742,-21.215805828857423,51,low_drift_high_bump,0.29840588569641113,0.36380910873413086,0.3333333432674408,17.588885431687036,16.781943827385124
200000,10,-20.573209065416123,-20.89722379760742,-21.215805828857423,51,high_drift_low_bump,0.7117583751678467,0.8297871947288513,0.0,0.7957118332386018,0.6046011512199273
200000,10,-20.573209065416123,-20.89722379760742,-21.215805828857423,51,balanced,0.7141335606575012,0.7625755667686462,0.0,2.6968199229240413,5.77422036755122
200000,20,-18.812410281711156,-19.61876279602051,-19.61876279602051,51,low_drift_high_bump,0.5050742626190186,0.5439115166664124,0.0,17.931244477828344,19.031386006806443
200000,20,-18.812410281711156,-19.61876279602051,-19.61876279602051,51,high_drift_low_bump,0.5871918797492981,0.6235989928245544,0.3333333432674408,2071.64247501572,10.264631698060606
200000,20,-18.812410281711156,-19.61876279602051,-19.61876279602051,51,balanced,0.4251754581928253,0.43440505862236023,0.0,78.37494616548223,22.174319289343345
200000,50,-20.09189239095052,-20.174650726318358,-20.78162950744629,51,low_drift_high_bump,0.14407333731651306,0.17829160392284393,1.0,1.8914430904388428,1.5182636359755801
200000,50,-20.09189239095052,-20.174650726318358,-20.78162950744629,51,high_drift_low_bump,0.6904088854789734,0.8022373914718628,0.0,0.7448656384150188,5.586138108167831
200000,50,-20.09189239095052,-20.174650726318358,-20.78162950744629,51,balanced,0.37596043944358826,0.3809998631477356,0.0,1.8405470259984333,2.7712742070766048
200000,100,-22.182060885959203,-22.259362341308595,-22.726501062011717,51,low_drift_high_bump,0.22153989970684052,0.26082220673561096,1.0,1.204084236621857,1.1039285482991534
200000,100,-22.182060885959203,-22.259362341308595,-22.726501062011717,51,high_drift_low_bump,0.14144901931285858,0.224409282207489,1.0,0.0946909872690836,0.08895974810870137
200000,100,-22.182060885959203,-22.259362341308595,-22.726501062011717,51,balanced,0.16414563357830048,0.22878479957580566,1.0,0.40294139703114834,0.2721248166843003
200000,200,-24.3899153116862,-24.609446966552735,-24.887599505615235,51,low_drift_high_bump,0.5384374260902405,0.6018031239509583,0.0,2.1151358739535016,1.53460827417475
200000,200,-24.3899153116862,-24.609446966552735,-24.887599505615235,51,high_drift_low_bump,1.0432387590408325,1.0748320817947388,0.0,0.6431661442915598,3.485182134484235
200000,200,-24.3899153116862,-24.609446966552735,-24.887599505615235,51,balanced,0.8936181664466858,0.8965256214141846,0.0,2.8130467625459037,9.030803380916364
